age,experience,gender,role,sector,company,department,education,salary
57,20,Female,Technical Lead,IT & Software,TechNova Systems,Development,MCA,2669521
33,12,Male,HR Executive,IT & Software,TechNova Systems,DevOps,M.Tech,1289106
48,22,Female,Data Analyst,IT & Software,TechNova Systems,Management,B.Sc,1814459
25,7,Male,Senior Developer,IT & Software,TechNova Systems,Testing,B.Tech,1842339
33,13,Female,Data Scientist,IT & Software,TechNova Systems,DevOps,BCA,3000000
37,17,Female,QA Engineer,IT & Software,TechNova Systems,Finance,PhD,1730247
52,21,Male,QA Engineer,IT & Software,TechNova Systems,Management,MCA,676046
49,16,Male,HR Executive,IT & Software,TechNova Systems,Finance,MSc,695628
23,5,Female,UI/UX Designer,IT & Software,TechNova Systems,DevOps,B.Sc,666493
54,21,Female,Software Engineer,IT & Software,TechNova Systems,Support,B.Tech,447303
47,21,Male,QA Engineer,IT & Software,TechNova Systems,Support,B.Sc,851037
33,11,Male,Data Analyst,IT & Software,TechNova Systems,Finance,PhD,382590
53,18,Female,Senior Developer,IT & Software,TechNova Systems,DevOps,M.Tech,1426558
26,8,Female,Software Engineer,IT & Software,TechNova Systems,HR,PhD,838280
44,15,Male,DevOps Engineer,IT & Software,TechNova Systems,HR,PhD,744108
39,14,Female,Senior Developer,IT & Software,TechNova Systems,Finance,MSc,1446423
36,14,Male,Data Analyst,IT & Software,TechNova Systems,HR,B.Tech,727982
48,18,Male,Data Analyst,IT & Software,TechNova Systems,Testing,MSc,1102881
53,24,Male,System Administrator,IT & Software,TechNova Systems,Development,MSc,2325626
33,15,Female,Software Engineer,IT & Software,TechNova Systems,Management,B.Tech,704193
45,20,Male,Senior Developer,IT & Software,TechNova Systems,Support,MCA,2615791
56,17,Female,Software Engineer,IT & Software,TechNova Systems,Testing,MBA,745082
47,16,Male,HR Executive,IT & Software,TechNova Systems,Development,PhD,1485554
58,22,Other,Project Manager,IT & Software,TechNova Systems,HR,B.Tech,3000000
27,5,Female,Software Engineer,IT & Software,TechNova Systems,Management,MSc,1272864
25,7,Female,Product Manager,IT & Software,TechNova Systems,Testing,PhD,2725879
51,19,Female,QA Engineer,IT & Software,TechNova Systems,Sales,PhD,1859252
43,15,Female,Product Manager,IT & Software,TechNova Systems,Support,MSc,988983
30,12,Female,Data Analyst,IT & Software,TechNova Systems,Finance,B.Tech,1494375
52,16,Male,System Administrator,IT & Software,TechNova Systems,Support,M.Tech,772161
50,18,Male,DevOps Engineer,IT & Software,TechNova Systems,Development,M.Tech,2495809
59,24,Female,System Administrator,IT & Software,TechNova Systems,Development,PhD,1177516
51,20,Male,Senior Developer,IT & Software,TechNova Systems,Sales,M.Tech,906723
38,16,Male,HR Executive,IT & Software,TechNova Systems,Sales,PhD,479589
56,23,Female,HR Executive,IT & Software,TechNova Systems,Finance,MSc,1201906
22,4,Male,DevOps Engineer,IT & Software,TechNova Systems,HR,MCA,1138313
34,13,Female,Product Manager,IT & Software,TechNova Systems,Support,B.Tech,3000000
33,10,Male,Software Engineer,IT & Software,TechNova Systems,Testing,PhD,1305720
49,18,Female,Product Manager,IT & Software,TechNova Systems,DevOps,M.Tech,2066772
32,9,Female,Software Engineer,IT & Software,TechNova Systems,DevOps,M.Tech,1244726
59,26,Female,Senior Developer,IT & Software,TechNova Systems,Testing,B.Sc,844086
22,4,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,B.Sc,1598968
52,23,Female,Senior Developer,IT & Software,TechNova Systems,HR,BCA,2771073
33,14,Female,Data Scientist,IT & Software,TechNova Systems,Support,M.Tech,3000000
47,16,Female,Software Engineer,IT & Software,TechNova Systems,Support,BCA,1448924
37,15,Female,UI/UX Designer,IT & Software,TechNova Systems,DevOps,BCA,853029
51,22,Male,Senior Developer,IT & Software,TechNova Systems,Finance,BCA,636654
54,21,Female,HR Executive,IT & Software,TechNova Systems,Testing,MCA,1924114
44,17,Female,Project Manager,IT & Software,TechNova Systems,Development,MBA,3000000
55,20,Male,Data Analyst,IT & Software,TechNova Systems,Development,PhD,1005654
26,8,Female,Software Engineer,IT & Software,TechNova Systems,Development,B.Sc,1191894
39,16,Female,Data Scientist,IT & Software,TechNova Systems,Sales,PhD,2273166
50,18,Female,Data Analyst,IT & Software,TechNova Systems,Sales,B.Sc,2041749
27,7,Male,QA Engineer,IT & Software,TechNova Systems,HR,B.Tech,1626981
30,12,Female,Project Manager,IT & Software,TechNova Systems,Testing,B.Tech,1868063
52,22,Other,System Administrator,IT & Software,TechNova Systems,Sales,M.Tech,2280962
54,19,Female,Software Engineer,IT & Software,TechNova Systems,Development,B.Tech,593761
48,19,Female,System Administrator,IT & Software,TechNova Systems,Sales,MSc,656500
35,9,Female,Data Scientist,IT & Software,TechNova Systems,Support,B.Tech,1461423
50,14,Female,Software Engineer,IT & Software,TechNova Systems,Development,MBA,1117176
57,26,Female,UI/UX Designer,IT & Software,TechNova Systems,Testing,BCA,1168672
49,20,Male,Data Scientist,IT & Software,TechNova Systems,Support,MCA,2910814
42,16,Male,Technical Lead,IT & Software,TechNova Systems,HR,M.Tech,1614853
24,6,Male,Data Scientist,IT & Software,TechNova Systems,Finance,MBA,2228687
40,22,Male,Senior Developer,IT & Software,TechNova Systems,Finance,MSc,1909027
52,23,Male,Senior Developer,IT & Software,TechNova Systems,Support,M.Tech,1122896
56,19,Male,System Administrator,IT & Software,TechNova Systems,Development,MCA,1448523
24,4,Female,Technical Lead,IT & Software,TechNova Systems,Sales,M.Tech,1259067
47,21,Male,Product Manager,IT & Software,TechNova Systems,Sales,PhD,903686
37,17,Male,Data Scientist,IT & Software,TechNova Systems,Development,PhD,1713989
32,14,Male,UI/UX Designer,IT & Software,TechNova Systems,DevOps,PhD,616734
42,14,Female,QA Engineer,IT & Software,TechNova Systems,Testing,B.Tech,1308915
37,15,Male,System Administrator,IT & Software,TechNova Systems,Support,MCA,1198847
30,9,Male,Data Analyst,IT & Software,TechNova Systems,Development,MBA,1738552
21,3,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,MBA,1418801
42,19,Female,Data Analyst,IT & Software,TechNova Systems,Testing,MSc,980813
46,16,Female,Product Manager,IT & Software,TechNova Systems,HR,B.Sc,2104791
38,18,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,MBA,1164290
34,13,Male,Data Analyst,IT & Software,TechNova Systems,Support,BCA,628402
49,21,Female,UI/UX Designer,IT & Software,TechNova Systems,Development,PhD,790040
32,8,Female,Technical Lead,IT & Software,TechNova Systems,HR,BCA,1916013
56,23,Male,System Administrator,IT & Software,TechNova Systems,Sales,MSc,1696524
55,19,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,BCA,1792768
32,14,Male,HR Executive,IT & Software,TechNova Systems,Finance,PhD,448092
27,9,Female,System Administrator,IT & Software,TechNova Systems,DevOps,B.Sc,543522
49,20,Male,HR Executive,IT & Software,TechNova Systems,Finance,B.Tech,1189585
31,9,Male,Data Scientist,IT & Software,TechNova Systems,HR,MBA,2442594
53,23,Male,HR Executive,IT & Software,TechNova Systems,DevOps,MCA,1107854
26,8,Female,Software Engineer,IT & Software,TechNova Systems,Testing,B.Sc,356536
35,17,Female,Data Scientist,IT & Software,TechNova Systems,Sales,MBA,2733641
52,21,Female,Product Manager,IT & Software,TechNova Systems,Finance,B.Tech,1056718
31,10,Female,HR Executive,IT & Software,TechNova Systems,Sales,BCA,644065
43,19,Female,QA Engineer,IT & Software,TechNova Systems,Sales,MCA,2024515
46,18,Male,Data Analyst,IT & Software,TechNova Systems,Finance,MCA,874899
54,21,Male,Data Scientist,IT & Software,TechNova Systems,Finance,MSc,1743566
54,18,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,BCA,1416201
49,19,Other,DevOps Engineer,IT & Software,TechNova Systems,HR,B.Tech,2414157
24,6,Female,System Administrator,IT & Software,TechNova Systems,DevOps,MBA,1564390
37,14,Male,HR Executive,IT & Software,TechNova Systems,Support,BCA,754186
55,20,Male,Data Analyst,IT & Software,TechNova Systems,Testing,M.Tech,1550140
33,14,Male,HR Executive,IT & Software,TechNova Systems,Development,MSc,1487380
59,20,Female,Data Analyst,IT & Software,TechNova Systems,Testing,MBA,1601479
35,10,Female,Product Manager,IT & Software,TechNova Systems,DevOps,BCA,2952121
49,21,Female,QA Engineer,IT & Software,TechNova Systems,Development,BCA,673401
49,21,Female,UI/UX Designer,IT & Software,TechNova Systems,DevOps,B.Sc,2719917
31,8,Male,Project Manager,IT & Software,TechNova Systems,Finance,B.Sc,1272033
52,15,Male,QA Engineer,IT & Software,TechNova Systems,Sales,MBA,528631
22,4,Male,Senior Developer,IT & Software,TechNova Systems,Testing,MSc,523936
34,13,Female,HR Executive,IT & Software,TechNova Systems,DevOps,PhD,715654
40,19,Male,QA Engineer,IT & Software,TechNova Systems,Sales,B.Sc,1261661
42,16,Female,Software Engineer,IT & Software,TechNova Systems,Testing,M.Tech,797791
31,10,Female,HR Executive,IT & Software,TechNova Systems,Support,PhD,1373293
47,19,Male,Technical Lead,IT & Software,TechNova Systems,Management,M.Tech,1211488
23,5,Male,System Administrator,IT & Software,TechNova Systems,Testing,MCA,637440
37,10,Male,System Administrator,IT & Software,TechNova Systems,Sales,B.Sc,992552
48,15,Female,Senior Developer,IT & Software,TechNova Systems,Management,BCA,1132518
49,15,Male,UI/UX Designer,IT & Software,TechNova Systems,HR,PhD,1084936
41,23,Male,Software Engineer,IT & Software,TechNova Systems,Support,MBA,942519
36,16,Female,Senior Developer,IT & Software,TechNova Systems,Finance,PhD,1295273
57,21,Female,Data Scientist,IT & Software,TechNova Systems,HR,BCA,3000000
40,19,Female,HR Executive,IT & Software,TechNova Systems,DevOps,MCA,681482
26,8,Female,Software Engineer,IT & Software,TechNova Systems,HR,M.Tech,1416991
39,18,Female,DevOps Engineer,IT & Software,TechNova Systems,Testing,MCA,2270560
25,7,Female,UI/UX Designer,IT & Software,TechNova Systems,Finance,B.Tech,1561562
23,5,Male,Data Analyst,IT & Software,TechNova Systems,Support,B.Sc,493331
21,3,Male,Technical Lead,IT & Software,TechNova Systems,Management,MBA,2353655
58,23,Female,HR Executive,IT & Software,TechNova Systems,Testing,M.Tech,1085187
35,15,Female,Technical Lead,IT & Software,TechNova Systems,DevOps,MCA,959496
54,22,Female,Software Engineer,IT & Software,TechNova Systems,Development,MBA,1412460
55,22,Female,Data Analyst,IT & Software,TechNova Systems,Testing,B.Sc,1371781
45,20,Female,Senior Developer,IT & Software,TechNova Systems,Management,BCA,1419657
44,25,Male,HR Executive,IT & Software,TechNova Systems,Sales,MBA,1610362
32,14,Male,Data Analyst,IT & Software,TechNova Systems,DevOps,B.Sc,584139
38,15,Male,Technical Lead,IT & Software,TechNova Systems,Support,B.Sc,1644797
35,13,Female,Project Manager,IT & Software,TechNova Systems,Support,B.Sc,2153774
36,13,Male,Software Engineer,IT & Software,TechNova Systems,Testing,MCA,1138477
47,15,Male,UI/UX Designer,IT & Software,TechNova Systems,Development,BCA,2439698
28,10,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,B.Sc,1235107
45,14,Male,Software Engineer,IT & Software,TechNova Systems,DevOps,MBA,1071851
37,13,Male,Product Manager,IT & Software,TechNova Systems,Management,BCA,1831364
49,21,Male,Technical Lead,IT & Software,TechNova Systems,Support,B.Tech,2711624
28,10,Female,Technical Lead,IT & Software,TechNova Systems,Development,MBA,1659446
35,12,Male,Data Scientist,IT & Software,TechNova Systems,Finance,MCA,1844070
47,15,Male,Senior Developer,IT & Software,TechNova Systems,Management,B.Sc,1563073
27,9,Female,Technical Lead,IT & Software,TechNova Systems,Support,MSc,2364719
23,5,Female,Product Manager,IT & Software,TechNova Systems,Testing,BCA,1361964
49,17,Male,QA Engineer,IT & Software,TechNova Systems,Support,B.Tech,857798
44,12,Male,UI/UX Designer,IT & Software,TechNova Systems,Development,MCA,1293037
23,5,Female,System Administrator,IT & Software,TechNova Systems,DevOps,M.Tech,582879
40,15,Male,System Administrator,IT & Software,TechNova Systems,Management,M.Tech,1258170
35,14,Male,HR Executive,IT & Software,TechNova Systems,Finance,MSc,1425086
45,14,Male,DevOps Engineer,IT & Software,TechNova Systems,Sales,MSc,546367
50,22,Male,Product Manager,IT & Software,TechNova Systems,HR,M.Tech,2717874
34,8,Female,HR Executive,IT & Software,TechNova Systems,Development,B.Tech,1069450
27,9,Female,Data Scientist,IT & Software,TechNova Systems,Sales,BCA,1252040
37,15,Female,Data Analyst,IT & Software,TechNova Systems,Finance,MBA,427298
40,16,Female,DevOps Engineer,IT & Software,TechNova Systems,Sales,B.Tech,1875088
56,22,Male,Data Analyst,IT & Software,TechNova Systems,Testing,MSc,990989
29,11,Female,System Administrator,IT & Software,TechNova Systems,HR,BCA,788323
58,27,Male,System Administrator,IT & Software,TechNova Systems,Development,B.Tech,717143
42,16,Male,System Administrator,IT & Software,TechNova Systems,Management,BCA,1385067
22,4,Female,Technical Lead,IT & Software,TechNova Systems,Support,B.Tech,1797101
44,19,Female,Data Scientist,IT & Software,TechNova Systems,Finance,M.Tech,2501164
28,10,Male,QA Engineer,IT & Software,TechNova Systems,HR,PhD,1648406
31,13,Female,Product Manager,IT & Software,TechNova Systems,Finance,BCA,2643227
33,11,Male,Product Manager,IT & Software,TechNova Systems,Support,BCA,2609848
37,12,Male,Product Manager,IT & Software,TechNova Systems,Sales,BCA,1116582
28,10,Male,HR Executive,IT & Software,TechNova Systems,Finance,MBA,1604387
41,11,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,PhD,563329
38,13,Female,Product Manager,IT & Software,TechNova Systems,Finance,PhD,3000000
50,19,Female,Project Manager,IT & Software,TechNova Systems,Sales,B.Tech,2685877
38,15,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,MBA,1553866
51,17,Male,HR Executive,IT & Software,TechNova Systems,Support,PhD,1785482
58,20,Female,Software Engineer,IT & Software,TechNova Systems,HR,B.Sc,1217566
52,24,Male,Senior Developer,IT & Software,TechNova Systems,Development,B.Tech,2146327
31,12,Male,DevOps Engineer,IT & Software,TechNova Systems,Sales,B.Tech,774400
45,20,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,B.Tech,1108922
53,19,Female,Data Scientist,IT & Software,TechNova Systems,HR,B.Sc,1159814
58,23,Male,UI/UX Designer,IT & Software,TechNova Systems,Support,MSc,2524954
28,10,Male,System Administrator,IT & Software,TechNova Systems,Finance,B.Sc,1080541
31,13,Male,Software Engineer,IT & Software,TechNova Systems,DevOps,M.Tech,897324
42,16,Female,Senior Developer,IT & Software,TechNova Systems,Finance,MSc,1262265
44,17,Female,Data Analyst,IT & Software,TechNova Systems,Management,MCA,867948
37,18,Female,QA Engineer,IT & Software,TechNova Systems,Testing,MBA,970407
32,11,Male,System Administrator,IT & Software,TechNova Systems,Sales,MCA,688777
52,21,Male,Data Analyst,IT & Software,TechNova Systems,Support,B.Tech,1777727
35,17,Female,Project Manager,IT & Software,TechNova Systems,DevOps,PhD,1896803
36,12,Other,Project Manager,IT & Software,TechNova Systems,DevOps,B.Tech,2499692
42,17,Female,Product Manager,IT & Software,TechNova Systems,HR,PhD,3000000
48,24,Male,Data Scientist,IT & Software,TechNova Systems,Management,M.Tech,1639535
40,18,Female,Project Manager,IT & Software,TechNova Systems,HR,BCA,2241250
53,22,Female,QA Engineer,IT & Software,TechNova Systems,Development,MCA,1005980
30,11,Female,Data Scientist,IT & Software,TechNova Systems,Management,BCA,1077762
52,18,Female,Product Manager,IT & Software,TechNova Systems,Support,BCA,3000000
53,18,Male,Product Manager,IT & Software,TechNova Systems,HR,B.Tech,3000000
22,4,Male,DevOps Engineer,IT & Software,TechNova Systems,Sales,MCA,1107172
53,25,Male,UI/UX Designer,IT & Software,TechNova Systems,HR,MSc,1794901
53,19,Female,QA Engineer,IT & Software,TechNova Systems,Testing,MSc,1565769
33,14,Female,Data Scientist,IT & Software,TechNova Systems,Finance,M.Tech,1286654
50,20,Female,QA Engineer,IT & Software,TechNova Systems,Finance,MCA,2248761
53,24,Male,Product Manager,IT & Software,TechNova Systems,DevOps,PhD,1335957
33,14,Female,Project Manager,IT & Software,TechNova Systems,Management,MBA,1596871
46,18,Female,Product Manager,IT & Software,TechNova Systems,HR,BCA,2599622
42,15,Male,DevOps Engineer,IT & Software,TechNova Systems,HR,MSc,1838518
59,24,Female,QA Engineer,IT & Software,TechNova Systems,HR,M.Tech,959083
22,4,Male,DevOps Engineer,IT & Software,TechNova Systems,HR,MCA,453455
58,23,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,B.Tech,1300915
59,23,Male,QA Engineer,IT & Software,TechNova Systems,Testing,B.Sc,1795137
46,17,Female,HR Executive,IT & Software,TechNova Systems,Sales,B.Sc,1210657
35,11,Female,System Administrator,IT & Software,TechNova Systems,Testing,M.Tech,1953243
54,23,Male,Project Manager,IT & Software,TechNova Systems,Support,MSc,1931305
31,12,Female,Data Analyst,IT & Software,TechNova Systems,Support,B.Sc,603860
23,5,Female,DevOps Engineer,IT & Software,TechNova Systems,Testing,MSc,1249423
26,7,Female,Project Manager,IT & Software,TechNova Systems,Testing,MBA,957498
29,11,Male,Software Engineer,IT & Software,TechNova Systems,Finance,M.Tech,1495851
26,8,Female,HR Executive,IT & Software,TechNova Systems,Support,B.Tech,477015
29,11,Female,Project Manager,IT & Software,TechNova Systems,Testing,B.Tech,1272144
59,25,Male,UI/UX Designer,IT & Software,TechNova Systems,HR,M.Tech,1481395
51,21,Male,System Administrator,IT & Software,TechNova Systems,Testing,B.Sc,1070414
52,20,Female,HR Executive,IT & Software,TechNova Systems,HR,B.Sc,572312
32,10,Male,System Administrator,IT & Software,TechNova Systems,Management,B.Tech,1288551
28,10,Female,Product Manager,IT & Software,TechNova Systems,Support,MBA,1799103
28,7,Male,Project Manager,IT & Software,TechNova Systems,Sales,PhD,1094089
48,15,Female,HR Executive,IT & Software,TechNova Systems,Finance,B.Sc,1569155
40,19,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,MBA,1868007
27,5,Male,Data Analyst,IT & Software,TechNova Systems,DevOps,BCA,609221
31,11,Male,Data Analyst,IT & Software,TechNova Systems,DevOps,B.Sc,1463392
40,12,Female,System Administrator,IT & Software,TechNova Systems,Management,PhD,1817788
36,13,Female,System Administrator,IT & Software,TechNova Systems,Sales,M.Tech,1606363
24,6,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,MCA,1025771
26,8,Male,Senior Developer,IT & Software,TechNova Systems,HR,B.Tech,832588
42,20,Female,Data Analyst,IT & Software,TechNova Systems,Management,M.Tech,1861117
46,15,Male,UI/UX Designer,IT & Software,TechNova Systems,Management,B.Sc,710663
23,5,Female,Product Manager,IT & Software,TechNova Systems,HR,PhD,1411729
34,16,Male,Data Analyst,IT & Software,TechNova Systems,HR,B.Tech,1746696
31,11,Female,UI/UX Designer,IT & Software,TechNova Systems,Finance,MCA,1635220
38,12,Female,DevOps Engineer,IT & Software,TechNova Systems,Support,MCA,714692
32,10,Other,Data Scientist,IT & Software,TechNova Systems,Testing,PhD,1770653
43,16,Female,QA Engineer,IT & Software,TechNova Systems,Support,PhD,516996
32,11,Male,DevOps Engineer,IT & Software,TechNova Systems,Development,B.Sc,1916892
33,12,Male,System Administrator,IT & Software,TechNova Systems,Testing,B.Tech,1487540
45,17,Female,Technical Lead,IT & Software,TechNova Systems,Support,BCA,3000000
39,15,Female,QA Engineer,IT & Software,TechNova Systems,Testing,BCA,695094
56,19,Female,Technical Lead,IT & Software,TechNova Systems,DevOps,MSc,2012817
28,10,Female,Software Engineer,IT & Software,TechNova Systems,Sales,B.Sc,536116
49,19,Female,System Administrator,IT & Software,TechNova Systems,DevOps,MCA,595870
52,22,Male,Product Manager,IT & Software,TechNova Systems,Development,M.Tech,917702
38,10,Male,Project Manager,IT & Software,TechNova Systems,HR,M.Tech,2359702
26,8,Male,Data Scientist,IT & Software,TechNova Systems,Testing,MBA,1333260
38,9,Male,Technical Lead,IT & Software,TechNova Systems,Support,MCA,2621912
39,15,Female,QA Engineer,IT & Software,TechNova Systems,Finance,BCA,1893766
42,18,Male,System Administrator,IT & Software,TechNova Systems,Testing,BCA,1825960
57,25,Male,DevOps Engineer,IT & Software,TechNova Systems,HR,MCA,813997
52,21,Male,Senior Developer,IT & Software,TechNova Systems,Support,B.Sc,1782868
23,5,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,MBA,1463018
48,18,Male,HR Executive,IT & Software,TechNova Systems,Management,MSc,1766007
30,10,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,PhD,1272337
55,30,Male,Data Scientist,IT & Software,TechNova Systems,Sales,MBA,3000000
49,22,Female,Data Scientist,IT & Software,TechNova Systems,Sales,B.Tech,3000000
35,10,Female,Data Analyst,IT & Software,TechNova Systems,Testing,B.Sc,776107
53,15,Female,Data Analyst,IT & Software,TechNova Systems,Sales,PhD,743945
27,9,Male,Data Analyst,IT & Software,TechNova Systems,Finance,PhD,857986
32,14,Male,UI/UX Designer,IT & Software,TechNova Systems,Development,BCA,1542347
50,20,Male,Senior Developer,IT & Software,TechNova Systems,Testing,M.Tech,1789231
41,9,Male,Software Engineer,IT & Software,TechNova Systems,Finance,B.Tech,907252
51,19,Female,Product Manager,IT & Software,TechNova Systems,Management,MBA,3000000
44,17,Female,Senior Developer,IT & Software,TechNova Systems,Finance,M.Tech,954645
40,8,Female,DevOps Engineer,IT & Software,TechNova Systems,Finance,MCA,1267891
57,22,Male,Product Manager,IT & Software,TechNova Systems,Management,B.Sc,3000000
24,6,Female,Software Engineer,IT & Software,TechNova Systems,HR,MSc,586305
48,13,Male,HR Executive,IT & Software,TechNova Systems,Testing,MBA,1321277
40,20,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,MCA,1324256
44,14,Female,Senior Developer,IT & Software,TechNova Systems,Testing,PhD,1691361
52,18,Male,Project Manager,IT & Software,TechNova Systems,Testing,BCA,1891913
56,20,Male,DevOps Engineer,IT & Software,TechNova Systems,DevOps,MBA,2768668
54,21,Female,HR Executive,IT & Software,TechNova Systems,Development,M.Tech,1962495
56,27,Male,HR Executive,IT & Software,TechNova Systems,Finance,B.Tech,1921351
22,4,Male,QA Engineer,IT & Software,TechNova Systems,Testing,M.Tech,1291892
35,13,Male,QA Engineer,IT & Software,TechNova Systems,DevOps,B.Sc,1380275
54,21,Male,HR Executive,IT & Software,TechNova Systems,DevOps,BCA,500809
56,19,Female,Software Engineer,IT & Software,TechNova Systems,Sales,B.Sc,386250
26,8,Female,System Administrator,IT & Software,TechNova Systems,HR,MBA,451812
59,25,Female,DevOps Engineer,IT & Software,TechNova Systems,Management,M.Tech,2688753
32,10,Male,QA Engineer,IT & Software,TechNova Systems,Management,B.Tech,1384745
23,5,Female,Data Scientist,IT & Software,TechNova Systems,Development,PhD,2807194
38,13,Female,UI/UX Designer,IT & Software,TechNova Systems,DevOps,B.Sc,1738867
41,16,Male,Data Analyst,IT & Software,TechNova Systems,Support,B.Tech,1086887
35,14,Male,DevOps Engineer,IT & Software,TechNova Systems,Management,MCA,2466765
53,22,Female,Product Manager,IT & Software,TechNova Systems,HR,MBA,3000000
55,27,Male,Product Manager,IT & Software,TechNova Systems,Support,B.Tech,3000000
46,10,Male,UI/UX Designer,IT & Software,TechNova Systems,DevOps,MBA,2141844
28,10,Male,HR Executive,IT & Software,TechNova Systems,DevOps,MCA,730514
56,18,Male,Product Manager,IT & Software,TechNova Systems,Finance,B.Tech,3000000
50,18,Male,HR Executive,IT & Software,TechNova Systems,Management,BCA,1737243
43,19,Male,Project Manager,IT & Software,TechNova Systems,Support,B.Tech,1584681
34,16,Female,UI/UX Designer,IT & Software,TechNova Systems,Support,PhD,2393943
34,16,Male,System Administrator,IT & Software,TechNova Systems,Management,MCA,835634
22,4,Female,Data Analyst,IT & Software,TechNova Systems,Sales,MSc,1543402
57,22,Male,Data Scientist,IT & Software,TechNova Systems,Finance,BCA,1586045
25,7,Female,Technical Lead,IT & Software,TechNova Systems,Testing,BCA,761934
58,27,Female,QA Engineer,IT & Software,TechNova Systems,DevOps,M.Tech,613207
34,14,Female,Project Manager,IT & Software,TechNova Systems,HR,MSc,2635704
59,27,Female,HR Executive,IT & Software,TechNova Systems,Management,B.Tech,1725444
45,18,Female,System Administrator,IT & Software,TechNova Systems,Sales,PhD,1611351
40,20,Female,Software Engineer,IT & Software,TechNova Systems,DevOps,B.Tech,1562518
22,4,Male,Project Manager,IT & Software,TechNova Systems,HR,PhD,2109758
59,21,Male,System Administrator,IT & Software,TechNova Systems,Support,BCA,1602029
26,7,Female,Product Manager,IT & Software,TechNova Systems,Development,B.Sc,3000000
37,14,Male,DevOps Engineer,IT & Software,TechNova Systems,Sales,BCA,1160920
45,18,Female,DevOps Engineer,IT & Software,TechNova Systems,DevOps,M.Tech,2191690
48,16,Female,Senior Developer,IT & Software,TechNova Systems,Support,B.Tech,574828
22,4,Male,Project Manager,IT & Software,TechNova Systems,Development,MSc,2498293
55,20,Female,DevOps Engineer,IT & Software,TechNova Systems,Management,MCA,1616779
57,19,Male,Product Manager,IT & Software,TechNova Systems,Sales,MBA,2921397
25,7,Male,HR Executive,IT & Software,TechNova Systems,Testing,MCA,1394546
21,3,Female,DevOps Engineer,IT & Software,TechNova Systems,Support,M.Tech,992304
32,14,Male,System Administrator,IT & Software,TechNova Systems,DevOps,B.Sc,743165
56,22,Female,Technical Lead,IT & Software,TechNova Systems,HR,B.Sc,3000000
43,17,Female,QA Engineer,IT & Software,TechNova Systems,HR,B.Sc,1219169
51,17,Male,HR Executive,IT & Software,TechNova Systems,Support,PhD,1350553
31,13,Female,Product Manager,IT & Software,TechNova Systems,Support,MCA,3000000
30,12,Female,Data Analyst,IT & Software,TechNova Systems,Finance,MSc,1104763
23,5,Male,System Administrator,IT & Software,TechNova Systems,Sales,MBA,1660261
34,16,Male,Technical Lead,IT & Software,TechNova Systems,DevOps,BCA,1168876
36,15,Female,DevOps Engineer,IT & Software,TechNova Systems,DevOps,BCA,2145330
30,11,Female,Data Scientist,IT & Software,TechNova Systems,DevOps,MBA,1066531
49,22,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,BCA,2551694
30,9,Male,Technical Lead,IT & Software,TechNova Systems,Sales,PhD,2664428
32,14,Female,DevOps Engineer,IT & Software,TechNova Systems,Support,B.Tech,1070528
50,16,Female,Technical Lead,IT & Software,TechNova Systems,Development,PhD,1145335
21,3,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,MBA,528432
25,4,Female,Technical Lead,IT & Software,TechNova Systems,HR,MBA,712533
40,17,Male,System Administrator,IT & Software,TechNova Systems,Sales,MSc,949679
28,10,Female,Data Scientist,IT & Software,TechNova Systems,Finance,MSc,1129713
32,11,Male,DevOps Engineer,IT & Software,TechNova Systems,Finance,B.Tech,1004198
21,3,Male,Data Scientist,IT & Software,TechNova Systems,Support,MCA,2077813
40,20,Male,Project Manager,IT & Software,TechNova Systems,HR,MCA,3000000
48,18,Female,System Administrator,IT & Software,TechNova Systems,HR,M.Tech,2354103
57,20,Female,QA Engineer,IT & Software,TechNova Systems,DevOps,MSc,2275125
57,28,Female,QA Engineer,IT & Software,TechNova Systems,HR,MCA,1719819
32,10,Female,Technical Lead,IT & Software,TechNova Systems,Sales,B.Sc,1129214
57,26,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,MSc,801593
48,15,Female,Product Manager,IT & Software,TechNova Systems,Testing,MSc,3000000
35,12,Male,HR Executive,IT & Software,TechNova Systems,Management,B.Sc,597373
26,8,Female,Senior Developer,IT & Software,TechNova Systems,Support,MSc,1992319
40,15,Male,Project Manager,IT & Software,TechNova Systems,Management,MSc,1230105
34,14,Male,UI/UX Designer,IT & Software,TechNova Systems,DevOps,M.Tech,1166294
22,4,Female,Product Manager,IT & Software,TechNova Systems,DevOps,MBA,2115117
