experience,education,department,gender,role,company,salary,sector,age
0,B.Tech,Sales,Male,DevOps Engineer,govt_company,50479,government,24
7,B.Tech,Support,Female,Data Analyst,mnc,99841,private,31
17,B.Tech,Finance,Female,Product Manager,consultancy,127396,private,40
10,B.Tech,Marketing,Male,Network Engineer,mnc,103702,private,32
2,M.Sc,IT,Female,HR Manager,pvt_company,103548,private,26
31,B.Sc,Operations,Female,QA Tester,govt_company,76124,government,56
31,MBA,HR,Female,HR Manager,mnc,163858,private,55
10,B.Tech,HR,Female,Network Engineer,pvt_company,111445,private,32
9,B.Tech,R&D,Female,HR Manager,startup,74708,startup,31
36,B.Tech,Marketing,Male,Network Engineer,pvt_company,133022,private,59
4,B.Sc,R&D,Male,Network Engineer,mnc,91084,private,26
30,MBA,Operations,Male,ML Engineer,pvt_company,105086,private,53
14,B.Tech,Support,Male,Project Manager,pvt_company,140990,private,35
29,MBA,Operations,Male,Project Manager,govt_company,139134,government,55
24,B.Sc,HR,Female,System Engineer,mnc,132379,private,50
27,MBA,HR,Female,Business Analyst,pvt_company,114284,private,51
3,MBA,Marketing,Female,System Engineer,pvt_company,77520,private,28
20,B.Tech,Support,Female,ML Engineer,mnc,117350,private,44
2,B.Tech,Finance,Female,Software Developer,mnc,81197,private,25
27,M.Sc,Marketing,Male,Project Manager,pvt_company,139294,private,49
17,Diploma,Operations,Female,System Engineer,pvt_company,84065,private,42
32,MBA,Marketing,Female,DevOps Engineer,mnc,217816,private,57
28,Unknown,IT,Male,Business Analyst,startup,90344,startup,51
7,M.Tech,Operations,Female,Data Analyst,mnc,116171,private,31
7,B.Tech,Operations,Male,HR Manager,startup,43273,startup,34
33,M.Tech,Operations,Male,Software Developer,consultancy,124702,private,57
30,B.Tech,Operations,Female,Database Admin,mnc,228145,private,52
33,B.Tech,HR,Female,UI/UX Designer,pvt_company,150673,private,57
20,Diploma,Marketing,Female,Database Admin,mnc,163196,private,46
10,B.Tech,Finance,Male,HR Manager,govt_company,82627,government,35
22,B.Sc,Operations,Female,Project Manager,consultancy,149367,private,45
12,B.Tech,HR,Female,Data Analyst,pvt_company,125638,private,34
18,B.Tech,Sales,Male,QA Tester,pvt_company,77843,private,39
17,PhD,IT,Female,ML Engineer,startup,77437,startup,39
9,M.Tech,Marketing,Female,HR Manager,pvt_company,110384,private,33
11,B.Tech,IT,Male,DevOps Engineer,govt_company,78206,government,35
26,B.Tech,R&D,Male,Software Developer,govt_company,92635,government,49
15,B.Tech,Support,Male,Product Manager,pvt_company,118980,private,40
2,B.Sc,R&D,Male,Project Manager,startup,41132,startup,25
9,B.Tech,HR,Female,Network Engineer,mnc,93000,private,32
20,B.Sc,Marketing,Female,Software Developer,mnc,104261,private,42
22,MBA,Support,Male,Product Manager,pvt_company,135627,private,47
15,PhD,R&D,Male,Software Developer,govt_company,77490,government,38
23,M.Sc,Operations,Female,Network Engineer,govt_company,116039,government,49
6,B.Sc,R&D,Male,Software Developer,consultancy,79034,private,29
3,B.Tech,Marketing,Male,Data Analyst,pvt_company,89644,private,24
22,MBA,IT,Male,Database Admin,consultancy,101962,private,46
10,M.Sc,Support,Male,Network Engineer,govt_company,70501,government,34
21,B.Tech,Marketing,Female,Database Admin,mnc,130061,private,47
0,M.Tech,Support,Female,DevOps Engineer,pvt_company,61239,private,21
35,B.Sc,HR,Female,Business Analyst,mnc,166847,private,58
23,MBA,IT,Male,Product Manager,pvt_company,107299,private,45
26,B.Tech,IT,Female,QA Tester,pvt_company,100732,private,49
23,B.Sc,Finance,Female,Database Admin,govt_company,80154,government,50
13,B.Tech,Finance,Male,Network Engineer,pvt_company,88368,private,39
20,MBA,Support,Female,Data Analyst,startup,126417,startup,44
10,B.Sc,Marketing,Female,ML Engineer,pvt_company,104610,private,32
1,M.Tech,Finance,Male,DevOps Engineer,pvt_company,77729,private,23
6,B.Tech,Sales,Female,HR Manager,pvt_company,121809,private,28
12,B.Tech,Finance,Other,System Engineer,mnc,123429,private,33
13,B.Tech,Operations,Female,Business Analyst,consultancy,64184,private,39
33,MBA,Operations,Female,Product Manager,mnc,174075,private,55
26,B.Tech,Finance,Female,UI/UX Designer,pvt_company,136252,private,48
21,B.Tech,IT,Other,Project Manager,pvt_company,112151,private,46
32,B.Sc,Marketing,Male,Product Manager,mnc,156981,private,57
13,B.Tech,HR,Female,Software Developer,mnc,110762,private,39
13,B.Tech,Finance,Female,UI/UX Designer,pvt_company,97666,private,38
32,B.Tech,Marketing,Female,Business Analyst,pvt_company,146020,private,55
24,B.Tech,Finance,Male,HR Manager,pvt_company,147321,private,46
23,B.Sc,HR,Male,Network Engineer,pvt_company,106676,private,45
38,B.Sc,Sales,Female,System Engineer,pvt_company,192917,private,59
0,MBA,IT,Female,Data Analyst,startup,42717,startup,23
24,B.Sc,Marketing,Male,DevOps Engineer,startup,126584,startup,51
25,B.Tech,Marketing,Female,Software Developer,pvt_company,99677,private,47
1,M.Tech,Marketing,Male,Project Manager,consultancy,85303,private,21
14,B.Sc,Marketing,Male,Network Engineer,mnc,113193,private,37
22,MBA,Sales,Male,UI/UX Designer,startup,82012,startup,47
29,M.Tech,Support,Male,DevOps Engineer,pvt_company,89218,private,54
28,B.Tech,Operations,Female,Business Analyst,pvt_company,121900,private,54
11,B.Tech,R&D,Male,HR Manager,startup,96615,startup,33
22,B.Tech,Operations,Male,DevOps Engineer,consultancy,99894,private,45
14,B.Tech,R&D,Female,UI/UX Designer,govt_company,75983,government,37
12,M.Tech,IT,Female,HR Manager,pvt_company,108926,private,37
21,B.Tech,Support,Male,Software Developer,consultancy,99724,private,43
34,B.Tech,Sales,Male,Database Admin,pvt_company,157951,private,55
3,Diploma,Finance,Female,Project Manager,govt_company,70241,government,28
10,MBA,IT,Female,Software Developer,pvt_company,110808,private,34
7,B.Tech,HR,Male,Product Manager,mnc,115680,private,32
15,Diploma,HR,Female,QA Tester,consultancy,74169,private,40
36,M.Tech,Finance,Male,Network Engineer,startup,78674,startup,57
17,B.Sc,Sales,Male,Business Analyst,pvt_company,104307,private,41
35,B.Tech,Finance,Male,Network Engineer,pvt_company,133327,private,59
29,Unknown,R&D,Female,UI/UX Designer,startup,95439,startup,51
19,B.Tech,R&D,Male,DevOps Engineer,mnc,127420,private,41
30,M.Sc,HR,Female,Data Analyst,startup,223186,startup,53
0,MBA,HR,Male,Business Analyst,pvt_company,38104,private,21
25,B.Tech,IT,Male,Network Engineer,pvt_company,128041,private,51
29,B.Tech,Finance,Female,DevOps Engineer,pvt_company,119403,private,53
15,M.Tech,Operations,Male,Software Developer,pvt_company,102247,private,39
33,M.Tech,HR,Female,DevOps Engineer,startup,136288,startup,57
29,B.Tech,R&D,Female,DevOps Engineer,pvt_company,158308,private,56
12,B.Tech,IT,Female,Database Admin,startup,101023,startup,36
31,MBA,Marketing,Male,QA Tester,govt_company,94220,government,55
26,M.Sc,IT,Female,Database Admin,pvt_company,166203,private,48
24,B.Tech,R&D,Male,Database Admin,startup,20483,startup,51
2,B.Tech,Marketing,Male,Database Admin,pvt_company,80990,private,25
8,MBA,Sales,Male,Data Analyst,startup,106545,startup,29
0,B.Tech,Support,Male,QA Tester,pvt_company,55313,private,22
8,B.Sc,Marketing,Male,QA Tester,mnc,62959,private,35
18,MBA,IT,Female,HR Manager,pvt_company,131841,private,44
3,B.Sc,Marketing,Female,UI/UX Designer,govt_company,51813,government,30
0,B.Tech,Marketing,Female,Software Developer,govt_company,46576,government,21
23,B.Sc,IT,Female,Database Admin,pvt_company,140020,private,50
10,B.Tech,Finance,Male,Data Analyst,startup,108608,startup,35
23,Unknown,Support,Male,Network Engineer,consultancy,106656,private,48
11,M.Sc,Marketing,Male,Network Engineer,startup,141543,startup,34
21,MBA,Support,Male,Business Analyst,govt_company,78123,government,43
18,MBA,Marketing,Female,Network Engineer,pvt_company,123309,private,43
7,MBA,Sales,Female,Network Engineer,pvt_company,94568,private,31
0,B.Tech,HR,Female,Data Analyst,govt_company,56602,government,23
33,PhD,Marketing,Male,System Engineer,pvt_company,147524,private,53
6,M.Tech,Support,Female,Business Analyst,consultancy,68791,private,28
14,M.Tech,Support,Female,DevOps Engineer,consultancy,118718,private,37
22,B.Sc,Marketing,Female,System Engineer,pvt_company,100221,private,48
21,M.Tech,Support,Male,QA Tester,pvt_company,65438,private,44
24,Diploma,Sales,Male,Project Manager,mnc,123811,private,52
10,B.Tech,IT,Female,Data Analyst,govt_company,67050,government,34
32,B.Tech,Finance,Female,QA Tester,consultancy,112052,private,54
18,M.Sc,Operations,Female,Data Analyst,consultancy,145397,private,39
8,B.Tech,IT,Male,Project Manager,pvt_company,130019,private,32
35,B.Tech,HR,Male,Network Engineer,govt_company,94321,government,58
24,B.Tech,Support,Male,System Engineer,startup,185701,startup,50
0,B.Sc,R&D,Male,UI/UX Designer,mnc,56255,private,21
23,B.Tech,Sales,Male,ML Engineer,consultancy,107058,private,48
15,B.Sc,R&D,Male,QA Tester,pvt_company,94873,private,41
0,MBA,Operations,Male,Data Analyst,govt_company,58450,government,24
34,M.Sc,HR,Male,Business Analyst,consultancy,123502,private,59
13,B.Tech,Support,Male,Project Manager,pvt_company,125501,private,35
6,B.Tech,Operations,Male,DevOps Engineer,startup,108618,startup,27
30,MBA,HR,Female,Network Engineer,mnc,148456,private,55
20,B.Tech,R&D,Female,HR Manager,mnc,160852,private,43
36,B.Sc,R&D,Male,Software Developer,mnc,165709,private,58
0,M.Sc,IT,Female,QA Tester,pvt_company,49447,private,21
0,MBA,IT,Female,HR Manager,pvt_company,84636,private,21
15,B.Tech,Sales,Male,Software Developer,pvt_company,107264,private,41
7,B.Sc,Support,Male,Data Analyst,govt_company,63297,government,31
12,B.Sc,Operations,Male,System Engineer,pvt_company,93675,private,40
24,M.Tech,Marketing,Male,DevOps Engineer,consultancy,135876,private,48
18,B.Sc,Support,Male,Project Manager,pvt_company,125634,private,43
32,MBA,Sales,Male,Network Engineer,mnc,168877,private,55
0,B.Tech,Sales,Female,System Engineer,mnc,65965,private,23
17,B.Sc,Finance,Male,QA Tester,startup,91960,startup,38
12,MBA,HR,Other,Business Analyst,startup,62013,startup,39
13,M.Tech,Support,Female,Product Manager,pvt_company,136848,private,40
24,B.Tech,HR,Female,Database Admin,consultancy,147178,private,47
12,B.Tech,HR,Female,DevOps Engineer,consultancy,94583,private,36
5,M.Tech,R&D,Male,System Engineer,startup,147878,startup,30
7,B.Sc,Finance,Female,Project Manager,pvt_company,107249,private,35
19,B.Tech,R&D,Male,Network Engineer,pvt_company,133874,private,47
17,M.Tech,Finance,Male,HR Manager,pvt_company,163612,private,41
0,B.Tech,R&D,Male,QA Tester,pvt_company,53437,private,22
28,B.Tech,Operations,Female,Product Manager,pvt_company,183162,private,54
4,B.Tech,Sales,Female,Network Engineer,pvt_company,78604,private,28
38,B.Tech,HR,Male,HR Manager,mnc,237761,private,59
0,MBA,IT,Female,Data Analyst,consultancy,81765,private,21
12,B.Tech,Marketing,Male,Software Developer,mnc,107013,private,36
16,MBA,IT,Female,System Engineer,mnc,124995,private,42
26,B.Sc,R&D,Male,HR Manager,govt_company,105801,government,53
2,MBA,Marketing,Male,QA Tester,pvt_company,57156,private,27
2,B.Sc,Support,Female,Business Analyst,mnc,58870,private,27
6,B.Tech,R&D,Female,Software Developer,startup,83041,startup,33
32,B.Tech,R&D,Female,System Engineer,startup,108879,startup,56
13,B.Sc,Finance,Female,UI/UX Designer,pvt_company,67680,private,38
7,B.Tech,Operations,Male,Database Admin,startup,73340,startup,29
22,B.Tech,Support,Male,DevOps Engineer,mnc,107077,private,44
14,MBA,Operations,Female,Project Manager,startup,80118,startup,41
33,B.Tech,Operations,Male,Project Manager,pvt_company,242884,private,56
3,M.Tech,Support,Male,Network Engineer,pvt_company,75877,private,29
18,MBA,Support,Female,Network Engineer,startup,118037,startup,42
25,B.Tech,HR,Female,Network Engineer,mnc,135382,private,50
20,B.Sc,R&D,Male,Network Engineer,pvt_company,112411,private,45
34,M.Sc,Operations,Female,System Engineer,pvt_company,130855,private,55
25,M.Tech,IT,Male,DevOps Engineer,startup,117630,startup,48
33,B.Tech,Marketing,Other,ML Engineer,startup,147626,startup,53
25,B.Tech,HR,Female,UI/UX Designer,pvt_company,87358,private,47
26,MBA,Marketing,Other,Database Admin,mnc,151455,private,54
22,B.Tech,Support,Female,QA Tester,pvt_company,120636,private,46
17,M.Tech,HR,Male,ML Engineer,mnc,101107,private,40
0,M.Sc,HR,Female,Database Admin,pvt_company,81339,private,24
2,B.Sc,Operations,Male,HR Manager,pvt_company,102217,private,26
20,M.Tech,Operations,Female,QA Tester,pvt_company,94468,private,46
10,MBA,Finance,Male,System Engineer,mnc,100162,private,36
25,MBA,Support,Female,Database Admin,consultancy,155446,private,47
30,M.Sc,R&D,Other,ML Engineer,pvt_company,125593,private,52
9,B.Tech,Finance,Female,DevOps Engineer,pvt_company,81095,private,32
21,M.Tech,Operations,Male,DevOps Engineer,startup,42171,startup,42
8,B.Tech,R&D,Male,ML Engineer,govt_company,72227,government,33
7,MBA,Operations,Female,Project Manager,pvt_company,101227,private,31
19,M.Tech,Marketing,Female,Product Manager,govt_company,91537,government,44
25,B.Tech,Marketing,Male,Data Analyst,mnc,130809,private,49
7,B.Tech,Finance,Male,ML Engineer,mnc,88570,private,33
9,MBA,Operations,Male,QA Tester,pvt_company,77500,private,33
26,B.Tech,IT,Male,Data Analyst,mnc,175493,private,48
16,MBA,Marketing,Female,Network Engineer,pvt_company,117486,private,39
6,B.Tech,Support,Female,Project Manager,pvt_company,103056,private,31
26,M.Tech,Marketing,Female,Product Manager,consultancy,141678,private,49
0,Diploma,Operations,Female,Network Engineer,pvt_company,74591,private,24
0,B.Tech,Support,Male,Project Manager,mnc,109309,private,24
6,Diploma,IT,Female,HR Manager,pvt_company,101024,private,32
15,M.Tech,R&D,Female,ML Engineer,pvt_company,108841,private,39
12,B.Sc,Sales,Female,HR Manager,mnc,120172,private,37
25,MBA,Finance,Female,System Engineer,pvt_company,130267,private,49
12,B.Tech,Finance,Male,System Engineer,pvt_company,121465,private,39
8,B.Sc,HR,Male,System Engineer,pvt_company,81386,private,32
0,B.Tech,Sales,Male,Data Analyst,mnc,99821,private,26
13,B.Sc,R&D,Female,Software Developer,consultancy,102397,private,38
5,B.Tech,HR,Female,Software Developer,consultancy,77480,private,29
2,Diploma,Marketing,Male,HR Manager,startup,25654,startup,30
4,B.Tech,IT,Male,Network Engineer,consultancy,73191,private,27
16,B.Tech,IT,Male,Product Manager,govt_company,94155,government,38
32,MBA,Marketing,Female,Software Developer,pvt_company,159207,private,56
31,MBA,R&D,Female,Network Engineer,pvt_company,134671,private,52
21,MBA,Finance,Male,Software Developer,consultancy,149714,private,48
21,PhD,Operations,Male,Data Analyst,startup,177228,startup,48
17,M.Tech,HR,Male,Software Developer,pvt_company,111260,private,42
31,M.Tech,Operations,Female,Business Analyst,mnc,128946,private,55
0,MBA,Finance,Male,Product Manager,govt_company,69421,government,21
31,B.Tech,Sales,Female,UI/UX Designer,pvt_company,102544,private,58
27,M.Tech,Support,Male,HR Manager,startup,19489,startup,50
16,B.Tech,HR,Male,Data Analyst,govt_company,104418,government,39
18,B.Sc,Operations,Male,Software Developer,pvt_company,130272,private,44
28,B.Tech,Operations,Female,Product Manager,startup,148943,startup,53
18,M.Sc,Operations,Female,HR Manager,mnc,137690,private,42
3,M.Tech,IT,Male,System Engineer,pvt_company,82095,private,24
22,B.Sc,HR,Female,QA Tester,startup,119153,startup,46
9,B.Sc,Operations,Male,Project Manager,pvt_company,91065,private,33
32,B.Sc,HR,Female,HR Manager,govt_company,125787,government,58
34,M.Tech,IT,Male,Software Developer,pvt_company,184676,private,57
18,B.Tech,IT,Other,Business Analyst,pvt_company,64919,private,40
30,B.Tech,IT,Male,UI/UX Designer,consultancy,98095,private,51
34,B.Tech,Finance,Male,Network Engineer,pvt_company,168023,private,58
34,B.Tech,IT,Male,Software Developer,mnc,92689,private,57
25,B.Tech,IT,Female,Database Admin,pvt_company,134284,private,51
14,MBA,IT,Female,System Engineer,mnc,125236,private,41
20,B.Tech,IT,Female,Network Engineer,mnc,142269,private,41
0,M.Tech,Sales,Female,Product Manager,consultancy,81355,private,25
10,B.Tech,HR,Male,Data Analyst,govt_company,73736,government,32
20,B.Tech,Operations,Male,QA Tester,pvt_company,81664,private,46
0,MBA,Support,Male,HR Manager,startup,38578,startup,22
18,MBA,Support,Male,HR Manager,mnc,150769,private,41
22,M.Tech,IT,Female,DevOps Engineer,pvt_company,107854,private,47
28,MBA,Operations,Male,HR Manager,startup,95997,startup,49
5,B.Tech,HR,Other,Software Developer,pvt_company,78772,private,28
14,B.Tech,Sales,Female,System Engineer,mnc,113071,private,40
12,B.Sc,IT,Male,Project Manager,govt_company,90448,government,37
27,MBA,Support,Female,Network Engineer,consultancy,94368,private,53
11,B.Tech,Support,Male,System Engineer,startup,146249,startup,39
9,B.Sc,Sales,Female,Data Analyst,pvt_company,91176,private,34
32,B.Tech,IT,Female,Project Manager,consultancy,153372,private,59
18,B.Tech,R&D,Female,Software Developer,startup,42958,startup,40
2,B.Tech,Support,Male,Database Admin,startup,114022,startup,25
32,MBA,Sales,Male,UI/UX Designer,govt_company,87752,government,55
33,B.Tech,R&D,Female,HR Manager,mnc,168613,private,56
14,M.Sc,R&D,Male,ML Engineer,mnc,100374,private,38
3,B.Tech,Finance,Female,DevOps Engineer,startup,15000,startup,24
27,M.Tech,R&D,Other,Network Engineer,govt_company,90937,government,53
33,B.Tech,Sales,Other,System Engineer,consultancy,151834,private,57
28,B.Sc,HR,Male,QA Tester,mnc,138275,private,54
12,B.Sc,IT,Male,HR Manager,mnc,110852,private,38
31,B.Tech,R&D,Female,System Engineer,pvt_company,131430,private,59
12,B.Tech,Finance,Male,Network Engineer,govt_company,72290,government,39
29,M.Tech,R&D,Other,Product Manager,pvt_company,141816,private,54
16,MBA,Sales,Male,Data Analyst,pvt_company,114180,private,44
21,B.Sc,Marketing,Female,ML Engineer,startup,55457,startup,45
11,B.Tech,Support,Male,Network Engineer,startup,185171,startup,34
0,B.Sc,HR,Female,System Engineer,pvt_company,71279,private,21
6,B.Sc,Marketing,Female,ML Engineer,pvt_company,87010,private,29
23,B.Tech,Finance,Male,Product Manager,govt_company,98981,government,45
10,M.Tech,IT,Male,Network Engineer,startup,117572,startup,36
33,MBA,Sales,Female,QA Tester,consultancy,100420,private,56
35,M.Tech,HR,Female,Network Engineer,pvt_company,110452,private,57
26,M.Sc,Marketing,Male,Network Engineer,startup,194832,startup,54
32,B.Tech,HR,Female,Product Manager,mnc,172447,private,58
1,M.Tech,HR,Male,Database Admin,startup,90479,startup,27
12,B.Tech,HR,Male,Business Analyst,govt_company,53670,government,35
6,MBA,Support,Male,Business Analyst,mnc,61309,private,31
35,B.Tech,Marketing,Male,QA Tester,mnc,125354,private,57
33,M.Tech,Support,Female,Product Manager,startup,123795,startup,56
21,B.Tech,R&D,Male,System Engineer,mnc,140354,private,43
15,B.Sc,Support,Female,Product Manager,startup,163171,startup,39
20,B.Tech,HR,Female,Project Manager,pvt_company,104647,private,46
13,MBA,R&D,Male,DevOps Engineer,consultancy,87098,private,37
5,B.Tech,Operations,Male,Software Developer,startup,87577,startup,31
18,M.Tech,Finance,Male,UI/UX Designer,pvt_company,138676,private,42
31,B.Tech,Sales,Female,ML Engineer,mnc,188358,private,58
18,B.Tech,Operations,Male,Database Admin,govt_company,95665,government,40
28,B.Tech,Operations,Male,Software Developer,mnc,117445,private,56
22,B.Tech,IT,Female,UI/UX Designer,startup,142201,startup,46
0,B.Sc,Operations,Female,DevOps Engineer,pvt_company,58616,private,22
5,Unknown,Operations,Male,DevOps Engineer,startup,63771,startup,29
30,MBA,Marketing,Male,UI/UX Designer,govt_company,94677,government,51
20,B.Tech,Sales,Male,Product Manager,pvt_company,116751,private,43
21,B.Tech,IT,Male,Data Analyst,mnc,145880,private,46
24,B.Sc,Sales,Male,QA Tester,pvt_company,85301,private,49
15,MBA,Marketing,Female,QA Tester,govt_company,44236,government,40
22,B.Tech,HR,Male,System Engineer,govt_company,94931,government,49
7,B.Tech,HR,Male,Software Developer,mnc,102398,private,32
3,B.Tech,IT,Female,System Engineer,pvt_company,71005,private,27
31,MBA,R&D,Female,QA Tester,govt_company,85375,government,53
0,B.Sc,Support,Female,Data Analyst,pvt_company,76689,private,22
26,B.Tech,Support,Other,UI/UX Designer,mnc,145764,private,46
8,B.Sc,HR,Other,Data Analyst,mnc,101059,private,29
26,B.Tech,HR,Female,Product Manager,pvt_company,162816,private,50
23,B.Tech,Operations,Male,Software Developer,pvt_company,107170,private,47
24,MBA,HR,Female,Business Analyst,consultancy,98475,private,46
30,M.Tech,Marketing,Male,Network Engineer,mnc,152971,private,52
4,B.Tech,Marketing,Female,Software Developer,pvt_company,83278,private,24
2,B.Tech,HR,Male,Database Admin,govt_company,63868,government,25
21,B.Tech,R&D,Male,Software Developer,pvt_company,102229,private,47
0,B.Sc,Support,Male,HR Manager,startup,59875,startup,22
11,MBA,Sales,Male,System Engineer,pvt_company,90684,private,37
31,M.Sc,Operations,Female,Data Analyst,startup,39871,startup,56
21,B.Sc,Sales,Female,Data Analyst,pvt_company,112246,private,43
13,B.Tech,Finance,Other,Project Manager,pvt_company,128833,private,37
3,MBA,R&D,Female,HR Manager,pvt_company,105514,private,31
10,MBA,R&D,Female,QA Tester,govt_company,54682,government,35
5,B.Tech,Marketing,Female,QA Tester,pvt_company,54876,private,28
19,M.Sc,HR,Male,Data Analyst,consultancy,116778,private,45
28,B.Tech,Operations,Female,HR Manager,pvt_company,154459,private,52
15,Unknown,Operations,Male,Data Analyst,startup,71752,startup,42
24,B.Sc,Operations,Other,Project Manager,govt_company,109914,government,45
19,M.Sc,Operations,Female,QA Tester,mnc,118436,private,45
26,B.Tech,HR,Other,Data Analyst,consultancy,187127,private,54
27,B.Tech,IT,Male,Data Analyst,mnc,142952,private,48
32,B.Tech,Finance,Female,Database Admin,startup,93543,startup,54
19,Diploma,HR,Male,HR Manager,pvt_company,138249,private,46
20,M.Sc,Support,Male,ML Engineer,pvt_company,147498,private,46
5,B.Tech,Finance,Male,Product Manager,govt_company,65982,government,27
5,MBA,IT,Male,HR Manager,pvt_company,98589,private,27
0,B.Tech,Finance,Female,QA Tester,pvt_company,51847,private,24
38,B.Tech,Marketing,Male,DevOps Engineer,pvt_company,145609,private,58
26,MBA,Sales,Male,Software Developer,pvt_company,145632,private,51
10,Diploma,IT,Female,Software Developer,govt_company,75420,government,35
22,M.Sc,Operations,Male,UI/UX Designer,consultancy,101336,private,49
20,B.Tech,Finance,Female,HR Manager,startup,39086,startup,46
19,B.Sc,Support,Male,Software Developer,pvt_company,118578,private,41
1,B.Sc,Finance,Female,Network Engineer,pvt_company,68052,private,25
13,MBA,IT,Male,HR Manager,pvt_company,134091,private,36
24,M.Sc,Sales,Female,System Engineer,govt_company,84360,government,48
23,M.Sc,R&D,Male,Network Engineer,govt_company,91516,government,45
17,B.Sc,Marketing,Male,ML Engineer,govt_company,84220,government,44
9,PhD,Support,Female,Software Developer,mnc,94741,private,35
15,M.Tech,Operations,Female,Product Manager,pvt_company,130210,private,35
14,M.Tech,Support,Female,Network Engineer,mnc,114711,private,34
26,MBA,Support,Male,DevOps Engineer,govt_company,95403,government,52
6,B.Tech,Marketing,Male,System Engineer,govt_company,60559,government,29
28,B.Sc,Finance,Female,Project Manager,pvt_company,115663,private,55
13,B.Tech,R&D,Other,Software Developer,govt_company,68316,government,39
19,B.Tech,Sales,Male,Product Manager,mnc,151328,private,43
10,B.Tech,Support,Male,Data Analyst,pvt_company,92095,private,35
28,B.Tech,Operations,Female,Network Engineer,mnc,127457,private,52
29,B.Tech,Marketing,Male,Database Admin,startup,108518,startup,54
32,B.Tech,R&D,Female,Database Admin,pvt_company,158675,private,56
31,MBA,Finance,Female,Software Developer,startup,159997,startup,55
8,B.Sc,HR,Female,Project Manager,pvt_company,128175,private,34
15,B.Tech,HR,Female,Business Analyst,startup,45027,startup,42
8,B.Tech,Support,Male,Database Admin,startup,40079,startup,31
24,B.Tech,R&D,Male,Business Analyst,pvt_company,93354,private,44
5,M.Tech,Support,Male,System Engineer,startup,144772,startup,27
27,Diploma,IT,Female,Database Admin,mnc,138616,private,48
29,B.Sc,Sales,Female,Data Analyst,pvt_company,183835,private,57
19,M.Tech,Sales,Female,System Engineer,consultancy,113847,private,44
7,B.Tech,IT,Female,HR Manager,pvt_company,96521,private,33
33,Diploma,R&D,Female,DevOps Engineer,mnc,140118,private,56
6,M.Tech,IT,Male,DevOps Engineer,pvt_company,82228,private,30
32,B.Tech,HR,Male,Data Analyst,startup,40418,startup,55
0,B.Tech,Finance,Female,Database Admin,pvt_company,77124,private,21
33,B.Sc,Support,Male,QA Tester,pvt_company,148010,private,57
28,MBA,HR,Male,Database Admin,startup,93765,startup,55
5,MBA,HR,Male,Business Analyst,pvt_company,59073,private,27
15,B.Tech,Finance,Male,HR Manager,govt_company,95287,government,40
27,M.Tech,Marketing,Female,QA Tester,pvt_company,82940,private,54
36,Diploma,IT,Male,Software Developer,startup,222567,startup,58
21,M.Sc,HR,Female,Data Analyst,startup,46081,startup,45
5,B.Sc,Sales,Male,ML Engineer,consultancy,71504,private,27
24,B.Tech,HR,Male,HR Manager,govt_company,102334,government,49
14,MBA,Operations,Female,UI/UX Designer,mnc,83534,private,37
0,M.Tech,HR,Female,HR Manager,startup,82038,startup,23
0,MBA,IT,Male,Network Engineer,govt_company,49626,government,23
17,M.Tech,IT,Male,System Engineer,pvt_company,84438,private,39
20,MBA,IT,Female,Product Manager,pvt_company,119427,private,43
22,B.Sc,Finance,Female,Software Developer,startup,87048,startup,49
27,B.Sc,Marketing,Female,ML Engineer,mnc,119938,private,55
21,B.Sc,IT,Male,HR Manager,pvt_company,136160,private,42
33,MBA,R&D,Female,QA Tester,startup,85879,startup,58
0,B.Tech,IT,Female,Software Developer,pvt_company,62939,private,25
0,M.Sc,Sales,Male,QA Tester,pvt_company,47277,private,22
18,M.Tech,IT,Male,DevOps Engineer,startup,34134,startup,41
0,B.Tech,Marketing,Male,DevOps Engineer,pvt_company,88920,private,23
21,Diploma,Support,Female,Database Admin,pvt_company,137912,private,47
20,MBA,HR,Female,HR Manager,pvt_company,148869,private,42
34,Diploma,Support,Male,ML Engineer,consultancy,111654,private,58
5,B.Tech,Marketing,Female,Project Manager,consultancy,105295,private,30
25,MBA,HR,Male,Software Developer,mnc,116849,private,50
12,M.Tech,R&D,Male,Data Analyst,govt_company,84991,government,39
31,B.Tech,Sales,Male,Database Admin,pvt_company,151858,private,57
0,B.Tech,HR,Female,Network Engineer,govt_company,49810,government,22
30,B.Tech,HR,Male,DevOps Engineer,govt_company,103829,government,53
18,B.Tech,R&D,Female,ML Engineer,startup,82130,startup,46
17,M.Tech,HR,Female,Product Manager,pvt_company,134571,private,42
14,Diploma,IT,Male,Software Developer,startup,46154,startup,38
16,M.Sc,Finance,Female,DevOps Engineer,startup,124374,startup,40
34,B.Tech,R&D,Male,Database Admin,pvt_company,154135,private,58
16,B.Tech,Operations,Other,DevOps Engineer,mnc,91603,private,41
30,Unknown,R&D,Male,ML Engineer,startup,303155,startup,53
25,MBA,HR,Female,System Engineer,mnc,137930,private,47
29,B.Tech,Sales,Female,Project Manager,startup,178507,startup,50
12,B.Sc,Sales,Male,Data Analyst,pvt_company,91701,private,35
26,B.Tech,Sales,Male,Business Analyst,mnc,146718,private,52
8,B.Tech,IT,Female,UI/UX Designer,pvt_company,75431,private,32
29,M.Sc,HR,Female,Network Engineer,mnc,135798,private,55
25,MBA,IT,Male,QA Tester,pvt_company,119050,private,46
0,B.Tech,R&D,Male,Product Manager,startup,83315,startup,23
